4,All Students,2011,4 year August,850,690,81.2,664,78.1,96.2,250,29.4,36.2,414,48.7,60.0,26,3.1,3.8,99,11.6,41,4.8,16,1.9,4,0.5
4,All Students,2010,4 year August,914,734,80.3,702,76.8,95.6,265,29.0,36.1,437,47.8,59.5,32,3.5,4.4,110,12.0,48,5.3,18,2.0,4,0.4
4,All Students,2009,4 year August,964,725,75.2,691,71.7,95.3,222,23.0,30.6,469,48.7,64.7,34,3.5,4.7,137,14.2,71,7.4,18,1.9,12,1.2
4,All Students,2008,4 year August,1010,710,70.3,679,67.2,95.6,233,23.1,32.8,446,44.2,62.8,31,3.1,4.4,182,18.0,79,7.8,18,1.8,20,2.0
4,All Students,2007,4 year August,964,683,70.9,594,61.6,87.0,230,23.9,33.7,364,37.8,53.3,89,9.2,13.0,154,16.0,88,9.1,24,2.5,13,1.3
4,All Students,2006,4 year August,908,672,74.0,539,59.4,80.2,234,25.8,34.8,305,33.6,45.4,133,14.6,19.8,140,15.4,65,7.2,18,2.0,13,1.4
4,All Students,2005,4 year August,954,665,69.7,510,53.5,76.7,255,26.7,38.3,255,26.7,38.3,155,16.2,23.3,176,18.4,79,8.3,23,2.4,11,1.2
4,All Students,2012,4 year June,928,733,79.0,690,74.4,94.1,239,25.8,32.6,451,48.6,61.5,43,4.6,5.9,124,13.4,48,5.2,13,1.4,8,0.9
4,All Students,2011,4 year June,850,662,77.9,639,75.2,96.5,247,29.1,37.3,392,46.1,59.2,23,2.7,3.5,127,14.9,41,4.8,16,1.9,4,0.5
4,All Students,2010,4 year June,914,694,75.9,664,72.6,95.7,260,28.4,37.5,404,44.2,58.2,30,3.3,4.3,150,16.4,48,5.3,18,2.0,4,0.4
4,All Students,2009,4 year June,964,699,72.5,670,69.5,95.9,222,23.0,31.8,448,46.5,64.1,29,3.0,4.1,163,16.9,71,7.4,18,1.9,12,1.2
4,All Students,2008,4 year June,1010,690,68.3,662,65.5,95.9,230,22.8,33.3,432,42.8,62.6,28,2.8,4.1,202,20.0,79,7.8,18,1.8,20,2.0
4,All Students,2007,4 year June,964,615,63.8,540,56.0,87.8,220,22.8,35.8,320,33.2,52.0,75,7.8,12.2,221,22.9,88,9.1,25,2.6,13,1.3
4,All Students,2006,4 year June,908,646,71.1,525,57.8,81.3,233,25.7,36.1,292,32.2,45.2,121,13.3,18.7,166,18.3,65,7.2,18,2.0,13,1.4
4,All Students,2005,4 year June,954,636,66.7,498,52.2,78.3,250,26.2,39.3,248,26.0,39.0,138,14.5,21.7,205,21.5,79,8.3,23,2.4,11,1.2
4,All Students,2004,4 year June,766,487,63.6,352,46.0,72.3,176,23.0,36.1,176,23.0,36.1,135,17.6,27.7,165,21.5,87,11.4,25,3.3,2,0.3
4,All Students,2003,4 year June,749,482,64.4,369,49.3,76.6,193,25.8,40.0,176,23.5,36.5,113,15.1,23.4,178,23.8,77,10.3,10,1.3,1,0.1
4,All Students,2002,4 year June,871,552,63.4,432,49.6,78.3,251,28.8,45.5,181,20.8,32.8,120,13.8,21.7,200,23.0,101,11.6,11,1.3,5,0.6
4,All Students,2001,4 year June,835,475,56.9,336,40.2,70.7,185,22.2,38.9,151,18.1,31.8,139,16.6,29.3,232,27.8,101,12.1,25,3.0,2,0.2
4,All Students,2011,5 year August,846,717,84.8,681,80.5,95.0,249,29.4,34.7,432,51.1,60.3,36,4.3,5.0,38,4.5,55,6.5,29,3.4,7,0.8
4,All Students,2010,5 year August,904,762,84.3,716,79.2,94.0,266,29.4,34.9,450,49.8,59.1,46,5.1,6.0,52,5.8,65,7.2,22,2.4,3,0.3
4,All Students,2009,5 year August,929,751,80.8,714,76.9,95.1,222,23.9,29.6,492,53.0,65.5,37,4.0,4.9,62,6.7,86,9.3,18,1.9,11,1.2
4,All Students,2008,5 year August,985,740,75.1,702,71.3,94.9,234,23.8,31.6,468,47.5,63.2,38,3.9,5.1,93,9.4,99,10.1,34,3.5,19,1.9
4,All Students,2007,5 year August,945,674,71.3,571,60.4,84.7,224,23.7,33.2,347,36.7,51.5,103,10.9,15.3,97,10.3,116,12.3,44,4.7,14,1.5
4,All Students,2006,5 year August,918,696,75.8,550,59.9,79.0,235,25.6,33.8,315,34.3,45.3,146,15.9,21.0,49,5.3,102,11.1,56,6.1,15,1.6
4,All Students,2011,5 year June,846,715,84.5,680,80.4,95.1,249,29.4,34.8,431,50.9,60.3,35,4.1,4.9,40,4.7,55,6.5,29,3.4,7,0.8
4,All Students,2010,5 year June,904,760,84.1,715,79.1,94.1,266,29.4,35.0,449,49.7,59.1,45,5.0,5.9,53,5.9,65,7.2,23,2.5,3,0.3
4,All Students,2009,5 year June,929,746,80.3,710,76.4,95.2,222,23.9,29.8,488,52.5,65.4,36,3.9,4.8,67,7.2,86,9.3,18,1.9,11,1.2
4,All Students,2008,5 year June,985,736,74.7,698,70.9,94.8,234,23.8,31.8,464,47.1,63.0,38,3.9,5.2,97,9.8,99,10.1,34,3.5,19,1.9
4,All Students,2007,5 year June,945,668,70.7,568,60.1,85.0,224,23.7,33.5,344,36.4,51.5,100,10.6,15.0,102,10.8,117,12.4,44,4.7,14,1.5
4,All Students,2006,5 year June,918,696,75.8,550,59.9,79.0,235,25.6,33.8,315,34.3,45.3,146,15.9,21.0,49,5.3,102,11.1,56,6.1,15,1.6
4,All Students,2005,5 year June,934,709,75.9,530,56.7,74.8,256,27.4,36.1,274,29.3,38.6,179,19.2,25.2,42,4.5,125,13.4,42,4.5,16,1.7
4,All Students,2004,5 year June,751,545,72.6,368,49.0,67.5,176,23.4,32.3,192,25.6,35.2,177,23.6,32.5,52,6.9,112,14.9,35,4.7,7,0.9
4,All Students,2003,5 year June,749,545,72.8,391,52.2,71.7,197,26.3,36.1,194,25.9,35.6,154,20.6,28.3,51,6.8,115,15.4,31,4.1,6,0.8
4,All Students,2002,5 year June,871,624,71.6,478,54.9,76.6,261,30.0,41.8,217,24.9,34.8,151,17.3,24.2,74,8.5,141,16.2,25,2.9,5,0.6
4,All Students,2001,5 year June,835,591,70.8,391,46.8,66.2,195,23.4,33.0,196,23.5,33.2,200,24.0,33.8,57,6.8,147,17.6,38,4.6,2,0.2
4,All Students,2010,6 year June,896,767,85.6,718,80.1,93.6,266,29.7,34.7,452,50.4,58.9,49,5.5,6.4,38,4.2,67,7.5,21,2.3,3,0.3
4,All Students,2009,6 year June,929,757,81.5,717,77.2,94.7,222,23.9,29.3,495,53.3,65.4,40,4.3,5.3,52,5.6,88,9.5,20,2.2,11,1.2
4,All Students,2008,6 year June,973,752,77.3,713,73.3,94.8,234,24.0,31.1,479,49.2,63.7,39,4.0,5.2,52,5.3,97,10.0,52,5.3,20,2.1
4,All Students,2007,6 year June,935,682,72.9,577,61.7,84.6,224,24.0,32.8,353,37.8,51.8,105,11.2,15.4,78,8.3,118,12.6,45,4.8,12,1.3
4,All Students,2006,6 year June,893,705,78.9,555,62.2,78.7,234,26.2,33.2,321,35.9,45.5,150,16.8,21.3,18,2.0,106,11.9,50,5.6,13,1.5
4,All Students,2005,6 year June,929,720,77.5,534,57.5,74.2,256,27.6,35.6,278,29.9,38.6,186,20.0,25.8,22,2.4,129,13.9,44,4.7,13,1.4
4,All Students,2004,6 year June,742,558,75.2,371,50.0,66.5,177,23.9,31.7,194,26.1,34.8,187,25.2,33.5,26,3.5,113,15.2,36,4.9,8,1.1
4,All Students,2003,6 year June,745,563,75.6,397,53.3,70.5,197,26.4,35.0,200,26.8,35.5,166,22.3,29.5,31,4.2,115,15.4,31,4.2,4,0.5
4,All Students,2002,6 year June,871,645,74.1,482,55.3,74.7,262,30.1,40.6,220,25.3,34.1,168,19.3,26.0,37,4.2,153,17.6,29,3.3,5,0.6
4,All Students,2001,6 year June,835,603,72.2,396,47.4,65.7,196,23.5,32.5,200,24.0,33.2,210,25.1,34.8,31,3.7,158,18.9,41,4.9,2,0.2
5,All Students,2012,4 year August,988,656,66.4,603,61.0,91.9,197,19.9,30.0,406,41.1,61.9,53,5.4,8.1,225,22.8,85,8.6,14,1.4,7,0.7
5,All Students,2011,4 year August,1002,650,64.9,582,58.1,89.5,179,17.9,27.5,403,40.2,62.0,68,6.8,10.5,231,23.1,94,9.4,18,1.8,6,0.6
5,All Students,2010,4 year August,1041,669,64.3,614,59.0,91.8,171,16.4,25.6,443,42.6,66.2,55,5.3,8.2,264,25.4,90,8.6,10,1.0,8,0.8
5,All Students,2009,4 year August,999,620,62.1,584,58.5,94.2,151,15.1,24.4,433,43.3,69.8,36,3.6,5.8,265,26.5,96,9.6,12,1.2,6,0.6
5,All Students,2008,4 year August,1028,618,60.1,591,57.5,95.6,160,15.6,25.9,431,41.9,69.7,27,2.6,4.4,279,27.1,94,9.1,25,2.4,12,1.2
5,All Students,2007,4 year August,992,668,67.3,577,58.2,86.4,170,17.1,25.4,407,41.0,60.9,91,9.2,13.6,181,18.2,102,10.3,13,1.3,26,2.6
5,All Students,2006,4 year August,922,617,66.9,545,59.1,88.3,181,19.6,29.3,364,39.5,59.0,72,7.8,11.7,171,18.5,92,10.0,16,1.7,26,2.8
5,All Students,2005,4 year August,886,590,66.6,491,55.4,83.2,178,20.1,30.2,313,35.3,53.1,99,11.2,16.8,176,19.9,87,9.8,15,1.7,18,2.0
5,All Students,2012,4 year June,988,628,63.6,579,58.6,92.2,198,20.0,31.5,381,38.6,60.7,49,5.0,7.8,253,25.6,85,8.6,14,1.4,7,0.7
5,All Students,2011,4 year June,1002,619,61.8,557,55.6,90.0,178,17.8,28.8,379,37.8,61.2,62,6.2,10.0,262,26.1,94,9.4,18,1.8,6,0.6
5,All Students,2010,4 year June,1041,616,59.2,572,54.9,92.9,170,16.3,27.6,402,38.6,65.3,44,4.2,7.1,317,30.5,90,8.6,10,1.0,8,0.8
5,All Students,2009,4 year June,999,569,57.0,540,54.1,94.9,147,14.7,25.8,393,39.3,69.1,29,2.9,5.1,316,31.6,96,9.6,12,1.2,6,0.6
5,All Students,2008,4 year June,1028,555,54.0,532,51.8,95.9,158,15.4,28.5,374,36.4,67.4,23,2.2,4.1,339,33.0,97,9.4,25,2.4,12,1.2
5,All Students,2007,4 year June,992,611,61.6,538,54.2,88.1,168,16.9,27.5,370,37.3,60.6,73,7.4,11.9,235,23.7,106,10.7,14,1.4,24,2.4
5,All Students,2006,4 year June,922,567,61.5,516,56.0,91.0,178,19.3,31.4,338,36.7,59.6,51,5.5,9.0,221,24.0,92,10.0,16,1.7,26,2.8
5,All Students,2005,4 year June,886,562,63.4,474,53.5,84.3,175,19.8,31.1,299,33.7,53.2,88,9.9,15.7,204,23.0,87,9.8,15,1.7,18,2.0
5,All Students,2004,4 year June,806,461,57.2,388,48.1,84.2,149,18.5,32.3,239,29.7,51.8,73,9.1,15.8,254,31.5,79,9.8,10,1.2,2,0.2
5,All Students,2003,4 year June,520,290,55.8,206,39.6,71.0,56,10.8,19.3,150,28.8,51.7,84,16.2,29.0,159,30.6,52,10.0,14,2.7,4,0.8
5,All Students,2002,4 year June,416,252,60.6,160,38.5,63.5,44,10.6,17.5,116,27.9,46.0,92,22.1,36.5,115,27.6,30,7.2,8,1.9,9,2.2
5,All Students,2001,4 year June,361,250,69.3,168,46.5,67.2,75,20.8,30.0,93,25.8,37.2,82,22.7,32.8,73,20.2,26,7.2,8,2.2,4,1.1
5,All Students,2011,5 year August,993,720,72.5,636,64.0,88.3,180,18.1,25.0,456,45.9,63.3,84,8.5,11.7,90,9.1,132,13.3,34,3.4,14,1.4
5,All Students,2010,5 year August,1036,750,72.4,678,65.4,90.4,172,16.6,22.9,506,48.8,67.5,72,6.9,9.6,112,10.8,135,13.0,27,2.6,9,0.9
5,All Students,2009,5 year August,980,698,71.2,644,65.7,92.3,152,15.5,21.8,492,50.2,70.5,54,5.5,7.7,110,11.2,140,14.3,20,2.0,11,1.1
5,All Students,2008,5 year August,1036,689,66.5,646,62.4,93.8,160,15.4,23.2,486,46.9,70.5,43,4.2,6.2,164,15.8,128,12.4,43,4.2,10,1.0
5,All Students,2007,5 year August,992,726,73.2,608,61.3,83.7,170,17.1,23.4,438,44.2,60.3,118,11.9,16.3,68,6.9,144,14.5,33,3.3,19,1.9
5,All Students,2006,5 year August,944,669,70.9,570,60.4,85.2,182,19.3,27.2,388,41.1,58.0,99,10.5,14.8,75,7.9,142,15.0,32,3.4,25,2.6
5,All Students,2011,5 year June,993,703,70.8,621,62.5,88.3,180,18.1,25.6,441,44.4,62.7,82,8.3,11.7,107,10.8,132,13.3,34,3.4,14,1.4
5,All Students,2010,5 year June,1036,736,71.0,669,64.6,90.9,172,16.6,23.4,497,48.0,67.5,67,6.5,9.1,126,12.2,135,13.0,27,2.6,9,0.9
5,All Students,2009,5 year June,980,677,69.1,628,64.1,92.8,152,15.5,22.5,476,48.6,70.3,49,5.0,7.2,131,13.4,140,14.3,20,2.0,11,1.1
5,All Students,2008,5 year June,1036,676,65.3,635,61.3,93.9,160,15.4,23.7,475,45.8,70.3,41,4.0,6.1,177,17.1,128,12.4,43,4.2,10,1.0
5,All Students,2007,5 year June,992,708,71.4,596,60.1,84.2,170,17.1,24.0,426,42.9,60.2,112,11.3,15.8,82,8.3,148,14.9,33,3.3,19,1.9
5,All Students,2006,5 year June,944,652,69.1,564,59.7,86.5,182,19.3,27.9,382,40.5,58.6,88,9.3,13.5,85,9.0,149,15.8,32,3.4,25,2.6
5,All Students,2005,5 year June,891,622,69.8,504,56.6,81.0,178,20.0,28.6,326,36.6,52.4,118,13.2,19.0,65,7.3,142,15.9,30,3.4,31,3.5
5,All Students,2004,5 year June,794,552,69.5,429,54.0,77.7,154,19.4,27.9,275,34.6,49.8,123,15.5,22.3,76,9.6,125,15.7,24,3.0,17,2.1
5,All Students,2003,5 year June,520,345,66.3,230,44.2,66.7,57,11.0,16.5,173,33.3,50.1,115,22.1,33.3,54,10.4,80,15.4,35,6.7,4,0.8
5,All Students,2002,5 year June,416,282,67.8,172,41.3,61.0,44,10.6,15.6,128,30.8,45.4,112,26.9,39.7,53,12.7,48,11.5,21,5.0,10,2.4
5,All Students,2001,5 year June,361,272,75.3,174,48.2,64.0,75,20.8,27.6,99,27.4,36.4,98,27.1,36.0,23,6.4,41,11.4,21,5.8,4,1.1
5,All Students,2010,6 year June,1032,767,74.3,691,67.0,90.1,172,16.7,22.4,519,50.3,67.7,76,7.4,9.9,60,5.8,162,15.7,28,2.7,12,1.2
5,All Students,2009,6 year June,983,719,73.1,659,67.0,91.7,152,15.5,21.1,507,51.6,70.5,60,6.1,8.3,71,7.2,163,16.6,21,2.1,9,0.9
5,All Students,2008,6 year June,1037,717,69.1,664,64.0,92.6,160,15.4,22.3,504,48.6,70.3,53,5.1,7.4,109,10.5,141,13.6,57,5.5,11,1.1
5,All Students,2007,6 year June,987,730,74.0,611,61.9,83.7,170,17.2,23.3,441,44.7,60.4,119,12.1,16.3,53,5.4,146,14.8,39,4.0,17,1.7
5,All Students,2006,6 year June,917,680,74.2,577,62.9,84.9,182,19.8,26.8,395,43.1,58.1,103,11.2,15.1,26,2.8,149,16.2,37,4.0,25,2.7
5,All Students,2005,6 year June,885,649,73.3,513,58.0,79.0,178,20.1,27.4,335,37.9,51.6,136,15.4,21.0,32,3.6,146,16.5,29,3.3,28,3.2
5,All Students,2004,6 year June,790,580,73.4,437,55.3,75.3,154,19.5,26.6,283,35.8,48.8,143,18.1,24.7,37,4.7,132,16.7,24,3.0,17,2.2
5,All Students,2003,6 year June,523,358,68.5,233,44.6,65.1,57,10.9,15.9,176,33.7,49.2,125,23.9,34.9,21,4.0,95,18.2,35,6.7,12,2.3
5,All Students,2002,6 year June,416,289,69.5,175,42.1,60.6,44,10.6,15.2,131,31.5,45.3,116,27.9,40.1,37,8.9,56,13.5,22,5.3,10,2.4
5,All Students,2001,6 year June,361,277,76.7,174,48.2,62.8,75,20.8,27.1,99,27.4,35.7,103,28.5,37.2,11,3.0,46,12.7,23,6.4,4,1.1
6,All Students,2012,4 year August,1348,887,65.8,811,60.2,91.4,60,4.5,6.8,751,55.7,84.7,76,5.6,8.6,294,21.8,126,9.3,22,1.6,16,1.2
6,All Students,2011,4 year August,1239,803,64.8,744,60.0,92.7,61,4.9,7.6,683,55.1,85.1,59,4.8,7.3,268,21.6,116,9.4,41,3.3,11,0.9
6,All Students,2010,4 year August,1331,856,64.3,816,61.3,95.3,87,6.5,10.2,729,54.8,85.2,40,3.0,4.7,300,22.5,137,10.3,22,1.7,15,1.1
6,All Students,2009,4 year August,1464,907,62.0,875,59.8,96.5,104,7.1,11.5,771,52.7,85.0,32,2.2,3.5,349,23.8,162,11.1,25,1.7,18,1.2
6,All Students,2008,4 year August,1322,828,62.6,798,60.4,96.4,116,8.8,14.0,682,51.6,82.4,30,2.3,3.6,292,22.1,163,12.3,30,2.3,9,0.7
6,All Students,2007,4 year August,1160,777,67.0,686,59.1,88.3,132,11.4,17.0,554,47.8,71.3,91,7.8,11.7,196,16.9,120,10.3,51,4.4,16,1.4
6,All Students,2006,4 year August,1079,767,71.1,579,53.7,75.5,114,10.6,14.9,465,43.1,60.6,188,17.4,24.5,152,14.1,107,9.9,32,3.0,21,1.9
6,All Students,2005,4 year August,979,717,73.2,525,53.6,73.2,129,13.2,18.0,396,40.4,55.2,191,19.5,26.6,157,16.0,67,6.8,20,2.0,18,1.8
6,All Students,2012,4 year June,1348,839,62.2,776,57.6,92.5,59,4.4,7.0,717,53.2,85.5,63,4.7,7.5,342,25.4,126,9.3,22,1.6,16,1.2
6,All Students,2011,4 year June,1239,738,59.6,693,55.9,93.9,61,4.9,8.3,632,51.0,85.6,45,3.6,6.1,333,26.9,116,9.4,41,3.3,11,0.9
6,All Students,2010,4 year June,1331,793,59.6,757,56.9,95.5,86,6.5,10.8,671,50.4,84.6,36,2.7,4.5,361,27.1,137,10.3,22,1.7,15,1.1
6,All Students,2009,4 year June,1464,833,56.9,804,54.9,96.5,104,7.1,12.5,700,47.8,84.0,29,2.0,3.5,422,28.8,162,11.1,25,1.7,18,1.2
6,All Students,2008,4 year June,1322,774,58.5,749,56.7,96.8,115,8.7,14.9,634,48.0,81.9,25,1.9,3.2,341,25.8,168,12.7,30,2.3,9,0.7
6,All Students,2007,4 year June,1160,708,61.0,645,55.6,91.1,129,11.1,18.2,516,44.5,72.9,63,5.4,8.9,252,21.7,132,11.4,52,4.5,16,1.4
6,All Students,2006,4 year June,1079,716,66.4,551,51.1,77.0,113,10.5,15.8,438,40.6,61.2,165,15.3,23.0,198,18.4,112,10.4,32,3.0,21,1.9
6,All Students,2005,4 year June,979,682,69.7,510,52.1,74.8,129,13.2,18.9,381,38.9,55.9,171,17.5,25.1,192,19.6,67,6.8,20,2.0,18,1.8
6,All Students,2004,4 year June,1099,663,60.3,450,40.9,67.9,92,8.4,13.9,358,32.6,54.0,213,19.4,32.1,266,24.2,131,11.9,34,3.1,5,0.5
6,All Students,2003,4 year June,1247,773,62.0,509,40.8,65.8,134,10.7,17.3,375,30.1,48.5,264,21.2,34.2,282,22.6,173,13.9,16,1.3,3,0.2
6,All Students,2002,4 year June,927,454,49.0,292,31.5,64.3,39,4.2,8.6,253,27.3,55.7,162,17.5,35.7,248,26.8,115,12.4,11,1.2,15,1.6
6,All Students,2001,4 year June,1071,634,59.2,344,32.1,54.3,81,7.6,12.8,263,24.6,41.5,290,27.1,45.7,264,24.6,145,13.5,18,1.7,10,0.9
6,All Students,2011,5 year August,1208,888,73.5,801,66.3,90.2,61,5.0,6.9,740,61.3,83.3,87,7.2,9.8,95,7.9,155,12.8,58,4.8,11,0.9
6,All Students,2010,5 year August,1288,956,74.2,897,69.6,93.8,89,6.9,9.3,808,62.7,84.5,59,4.6,6.2,101,7.8,174,13.5,38,3.0,18,1.4
6,All Students,2009,5 year August,1418,1024,72.2,968,68.3,94.5,105,7.4,10.3,863,60.9,84.3,56,3.9,5.5,130,9.2,207,14.6,30,2.1,25,1.8
6,All Students,2008,5 year August,1306,923,70.7,882,67.5,95.6,117,9.0,12.7,765,58.6,82.9,41,3.1,4.4,118,9.0,202,15.5,50,3.8,13,1.0
6,All Students,2007,5 year August,1145,856,74.8,732,63.9,85.5,132,11.5,15.4,600,52.4,70.1,124,10.8,14.5,39,3.4,166,14.5,68,5.9,16,1.4
6,All Students,2006,5 year August,1119,823,73.5,597,53.4,72.5,116,10.4,14.1,481,43.0,58.4,226,20.2,27.5,70,6.3,146,13.0,58,5.2,21,1.9
6,All Students,2011,5 year June,1208,877,72.6,792,65.6,90.3,61,5.0,7.0,731,60.5,83.4,85,7.0,9.7,106,8.8,155,12.8,58,4.8,11,0.9
6,All Students,2010,5 year June,1288,940,73.0,885,68.7,94.1,89,6.9,9.5,796,61.8,84.7,55,4.3,5.9,117,9.1,174,13.5,38,3.0,18,1.4
6,All Students,2009,5 year June,1418,1007,71.0,954,67.3,94.7,105,7.4,10.4,849,59.9,84.3,53,3.7,5.3,147,10.4,207,14.6,30,2.1,25,1.8
6,All Students,2008,5 year June,1306,910,69.7,870,66.6,95.6,117,9.0,12.9,753,57.7,82.7,40,3.1,4.4,129,9.9,204,15.6,50,3.8,13,1.0
6,All Students,2007,5 year June,1145,849,74.1,728,63.6,85.7,132,11.5,15.5,596,52.1,70.2,121,10.6,14.3,42,3.7,170,14.8,68,5.9,16,1.4
6,All Students,2006,5 year June,1119,815,72.8,593,53.0,72.8,116,10.4,14.2,477,42.6,58.5,222,19.8,27.2,71,6.3,154,13.8,58,5.2,20,1.8
6,All Students,2005,5 year June,982,759,77.3,540,55.0,71.1,129,13.1,17.0,411,41.9,54.2,219,22.3,28.9,47,4.8,112,11.4,41,4.2,22,2.2
6,All Students,2004,5 year June,1097,788,71.8,502,45.8,63.7,92,8.4,11.7,410,37.4,52.0,286,26.1,36.3,68,6.2,160,14.6,52,4.7,29,2.6
6,All Students,2003,5 year June,1247,900,72.2,550,44.1,61.1,135,10.8,15.0,415,33.3,46.1,350,28.1,38.9,87,7.0,218,17.5,38,3.0,4,0.3
6,All Students,2002,5 year June,927,553,59.7,320,34.5,57.9,41,4.4,7.4,279,30.1,50.5,236,25.5,42.7,79,8.5,165,17.8,30,3.2,15,1.6
6,All Students,2001,5 year June,1071,729,68.1,362,33.8,49.7,83,7.7,11.4,279,26.1,38.3,371,34.6,50.9,86,8.0,207,19.3,39,3.6,10,0.9
6,All Students,2010,6 year June,1284,985,76.7,918,71.5,93.2,89,6.9,9.0,829,64.6,84.2,67,5.2,6.8,67,5.2,176,13.7,38,3.0,17,1.3
6,All Students,2009,6 year June,1408,1053,74.8,991,70.4,94.1,105,7.5,10.0,886,62.9,84.1,62,4.4,5.9,83,5.9,215,15.3,31,2.2,24,1.7
6,All Students,2008,6 year June,1301,945,72.6,897,68.9,94.9,117,9.0,12.4,780,60.0,82.5,48,3.7,5.1,68,5.2,204,15.7,69,5.3,15,1.2
6,All Students,2007,6 year June,1146,875,76.4,744,64.9,85.0,132,11.5,15.1,612,53.4,69.9,131,11.4,15.0,27,2.4,160,14.0,67,5.8,17,1.5
6,All Students,2006,6 year June,1073,837,78.0,600,55.9,71.7,116,10.8,13.9,484,45.1,57.8,237,22.1,28.3,16,1.5,150,14.0,50,4.7,19,1.8
6,All Students,2005,6 year June,981,780,79.5,545,55.6,69.9,129,13.1,16.5,416,42.4,53.3,235,24.0,30.1,30,3.1,108,11.0,42,4.3,20,2.0
6,All Students,2004,6 year June,1095,809,73.9,504,46.0,62.3,92,8.4,11.4,412,37.6,50.9,305,27.9,37.7,34,3.1,171,15.6,54,4.9,26,2.4
6,All Students,2003,6 year June,1245,920,73.9,556,44.7,60.4,135,10.8,14.7,421,33.8,45.8,364,29.2,39.6,51,4.1,228,18.3,38,3.1,8,0.6
6,All Students,2002,6 year June,927,572,61.7,322,34.7,56.3,41,4.4,7.2,281,30.3,49.1,253,27.3,44.2,46,5.0,178,19.2,31,3.3,15,1.6
6,All Students,2001,6 year June,1071,744,69.5,363,33.9,48.8,83,7.7,11.2,280,26.1,37.6,389,36.3,52.3,42,3.9,234,21.8,41,3.8,10,0.9
7,All Students,2012,4 year August,1703,1020,59.9,923,54.2,90.5,46,2.7,4.5,877,51.5,86.0,97,5.7,9.5,401,23.5,261,15.3,10,0.6,11,0.6
7,All Students,2011,4 year August,1731,972,56.2,879,50.8,90.4,53,3.1,5.5,826,47.7,85.0,93,5.4,9.6,477,27.6,232,13.4,33,1.9,13,0.8
7,All Students,2010,4 year August,1783,958,53.7,864,48.5,90.2,41,2.3,4.3,823,46.2,85.9,94,5.3,9.8,553,31.0,235,13.2,30,1.7,7,0.4
7,All Students,2009,4 year August,1870,948,50.7,870,46.5,91.8,40,2.1,4.2,830,44.4,87.6,78,4.2,8.2,559,29.9,290,15.5,58,3.1,15,0.8
7,All Students,2008,4 year August,1886,993,52.7,923,48.9,93.0,54,2.9,5.4,869,46.1,87.5,70,3.7,7.0,476,25.2,319,16.9,79,4.2,19,1.0
7,All Students,2007,4 year August,1973,1096,55.5,799,40.5,72.9,87,4.4,7.9,712,36.1,65.0,297,15.1,27.1,512,26.0,276,14.0,59,3.0,26,1.3
7,All Students,2006,4 year August,1679,948,56.5,627,37.3,66.1,79,4.7,8.3,548,32.6,57.8,321,19.1,33.9,340,20.3,266,15.8,94,5.6,31,1.8
7,All Students,2005,4 year August,1584,865,54.6,551,34.8,63.7,121,7.6,14.0,430,27.1,49.7,314,19.8,36.3,396,25.0,229,14.5,66,4.2,28,1.8
7,All Students,2012,4 year June,1703,962,56.5,878,51.6,91.3,49,2.9,5.1,829,48.7,86.2,84,4.9,8.7,459,27.0,261,15.3,10,0.6,11,0.6
7,All Students,2011,4 year June,1731,895,51.7,825,47.7,92.2,53,3.1,5.9,772,44.6,86.3,70,4.0,7.8,552,31.9,232,13.4,35,2.0,13,0.8
7,All Students,2010,4 year June,1783,862,48.3,779,43.7,90.4,36,2.0,4.2,743,41.7,86.2,83,4.7,9.6,649,36.4,235,13.2,30,1.7,7,0.4
7,All Students,2009,4 year June,1870,841,45.0,780,41.7,92.7,40,2.1,4.8,740,39.6,88.0,61,3.3,7.3,662,35.4,290,15.5,62,3.3,15,0.8
7,All Students,2008,4 year June,1886,922,48.9,867,46.0,94.0,54,2.9,5.9,813,43.1,88.2,55,2.9,6.0,545,28.9,320,17.0,80,4.2,19,1.0
7,All Students,2007,4 year June,1973,989,50.1,750,38.0,75.8,87,4.4,8.8,663,33.6,67.0,239,12.1,24.2,616,31.2,278,14.1,61,3.1,26,1.3
7,All Students,2006,4 year June,1679,869,51.8,597,35.6,68.7,78,4.6,9.0,519,30.9,59.7,272,16.2,31.3,419,25.0,266,15.8,94,5.6,31,1.8
7,All Students,2005,4 year June,1584,804,50.8,531,33.5,66.0,121,7.6,15.0,410,25.9,51.0,273,17.2,34.0,457,28.9,229,14.5,66,4.2,28,1.8
7,All Students,2004,4 year June,1516,805,53.1,493,32.5,61.2,115,7.6,14.3,378,24.9,47.0,312,20.6,38.8,413,27.2,238,15.7,57,3.8,3,0.2
7,All Students,2003,4 year June,1304,693,53.1,380,29.1,54.8,103,7.9,14.9,277,21.2,40.0,313,24.0,45.2,351,26.9,198,15.2,53,4.1,8,0.6
7,All Students,2002,4 year June,1188,649,54.6,353,29.7,54.4,52,4.4,8.0,301,25.3,46.4,296,24.9,45.6,295,24.8,172,14.5,57,4.8,12,1.0
7,All Students,2001,4 year June,1033,533,51.6,289,28.0,54.2,27,2.6,5.1,262,25.4,49.2,245,23.7,46.0,243,23.5,178,17.2,73,7.1,5,0.5
7,All Students,2011,5 year August,1744,1116,64.0,993,56.9,89.0,53,3.0,4.7,940,53.9,84.2,123,7.1,11.0,208,11.9,355,20.4,44,2.5,17,1.0
